x,y,,
128.7174732,35.8363186,,
128.7171378,35.8365428,,
128.7167551,35.8367093,,
128.7163398,35.8368119,,
128.715908,35.8368466,,
128.7154761,35.8368119,,
128.7150609,35.8367093,,
128.7146781,35.8365428,,
128.7143427,35.8363186,,
128.7140674,35.8360454,,
128.7138629,35.8357338,,
128.7137369,35.8353957,,
128.7136944,35.835044,,
128.7137369,35.8346924,,
128.7138629,35.8343542,,
128.7140675,35.8340426,,
128.7143428,35.8337695,,
128.7146782,35.8335453,,
128.7150609,35.8333787,,
128.7154761,35.8332762,,
128.715908,35.8332415,,
128.7163398,35.8332762,,
128.7167551,35.8333787,,
128.7171378,35.8335453,,
128.7174732,35.8337695,,
128.7177485,35.8340426,,
128.717953,35.8343542,,
128.718079,35.8346924,,
128.7181216,35.835044,,
128.718079,35.8353957,,
128.7179531,35.8357338,,
128.7177485,35.8360454,,
128.7174732,35.836318,,
128.4960924,35.856885,,
128.4957569,35.8571092,,
128.4953741,35.8572757,,
128.4949587,35.8573783,,
128.4945267,35.8574129,,
128.4940948,35.8573783,,
128.4936794,35.8572757,,
128.4932966,35.8571092,,
128.4929611,35.856885,,
128.4926857,35.8566118,,
128.4924811,35.8563002,,
128.4923551,35.8559621,,
128.4923126,35.8556104,,
128.4923551,35.8552588,,
128.4924811,35.8549206,,
128.4926858,35.854609,,
128.4929611,35.8543359,,
128.4932966,35.8541117,,
128.4936794,35.8539451,,
128.4940948,35.8538426,,
128.4945267,35.8538079,,
128.4949587,35.8538426,,
128.495374,35.8539451,,
128.4957568,35.8541117,,
128.4960924,35.8543359,,
128.4963677,35.854609,,
128.4965723,35.8549206,,
128.4966983,35.8552588,,
128.4967409,35.8556104,,
128.4966984,35.8559621,,
128.4965724,35.8563002,,
128.4963678,35.8566118,,
128.4960924,35.85688,,
129.1602385,35.2313368,,
129.1599056,35.231561,,
129.1595257,35.2317276,,
129.1591136,35.2318302,,
129.158685,35.2318648,,
129.1582563,35.2318302,,
129.1578442,35.2317276,,
129.1574643,35.231561,,
129.1571314,35.2313368,,
129.1568582,35.2310637,,
129.1566551,35.230752,,
129.1565301,35.2304138,,
129.1564879,35.2300621,,
129.1565301,35.2297104,,
129.1566552,35.2293723,,
129.1568582,35.2290606,,
129.1571314,35.2287874,,
129.1574644,35.2285633,,
129.1578442,35.2283967,,
129.1582563,35.2282941,,
129.158685,35.2282594,,
129.1591136,35.2282941,,
129.1595257,35.2283967,,
129.1599055,35.2285633,,
129.1602385,35.2287874,,
129.1605117,35.2290606,,
129.1607147,35.2293723,,
129.1608398,35.2297104,,
129.160882,35.2300621,,
129.1608398,35.2304138,,
129.1607148,35.230752,,
129.1605117,35.2310637,,
129.1602385,35.231336,,
128.5518639,35.9467475,,
128.551528,35.9469717,,
128.5511448,35.9471383,,
128.5507289,35.9472408,,
128.5502965,35.9472755,,
128.549864,35.9472408,,
128.5494482,35.9471383,,
128.5490649,35.9469717,,
128.548729,35.9467475,,
128.5484534,35.9464744,,
128.5482485,35.9461628,,
128.5481224,35.9458246,,
128.5480798,35.945473,,
128.5481224,35.9451213,,
128.5482486,35.9447832,,
128.5484534,35.9444716,,
128.5487291,35.9441984,,
128.549065,35.9439743,,
128.5494482,35.9438077,,
128.549864,35.9437051,,
128.5502965,35.9436705,,
128.5507289,35.9437051,,
128.5511447,35.9438077,,
128.551528,35.9439743,,
128.5518639,35.9441984,,
128.5521395,35.9444716,,
128.5523444,35.9447832,,
128.5524705,35.9451213,,
128.5525131,35.945473,,
128.5524705,35.9458246,,
128.5523444,35.9461628,,
128.5521396,35.9464744,,
128.5518639,35.946747,,
128.5336045,35.8355413,,
128.5332691,35.8357654,,
128.5328864,35.835932,,
128.5324711,35.8360346,,
128.5320393,35.8360692,,
128.5316074,35.8360346,,
128.5311921,35.835932,,
128.5308094,35.8357654,,
128.530474,35.8355413,,
128.5301987,35.8352681,,
128.5299942,35.8349565,,
128.5298682,35.8346183,,
128.5298257,35.8342667,,
128.5298682,35.833915,,
128.5299942,35.8335769,,
128.5301988,35.8332653,,
128.5304741,35.8329921,,
128.5308095,35.832768,,
128.5311922,35.8326014,,
128.5316074,35.8324988,,
128.5320393,35.8324642,,
128.5324711,35.8324988,,
128.5328863,35.8326014,,
128.533269,35.832768,,
128.5336045,35.8329921,,
128.5338797,35.8332653,,
128.5340843,35.8335769,,
128.5342103,35.833915,,
128.5342528,35.8342667,,
128.5342103,35.8346183,,
128.5340843,35.8349565,,
128.5338798,35.8352681,,
128.5336045,35.835541,,
128.3018708,36.5122368,,
128.3015325,36.5124609,,
128.3011465,36.5126275,,
128.3007276,36.5127301,,
128.3002921,36.5127647,,
128.2998565,36.5127301,,
128.2994376,36.5126275,,
128.2990516,36.5124609,,
128.2987133,36.5122368,,
128.2984356,36.5119637,,
128.2982293,36.5116521,,
128.2981023,36.511314,,
128.2980594,36.5109624,,
128.2981023,36.5106107,,
128.2982294,36.5102726,,
128.2984357,36.5099611,,
128.2987133,36.5096879,,
128.2990517,36.5094638,,
128.2994377,36.5092973,,
128.2998565,36.5091947,,
128.3002921,36.5091601,,
128.3007276,36.5091947,,
128.3011465,36.5092973,,
128.3015325,36.5094638,,
128.3018708,36.5096879,,
128.3021484,36.5099611,,
128.3023548,36.5102726,,
128.3024818,36.5106107,,
128.3025247,36.5109624,,
128.3024819,36.511314,,
128.3023548,36.5116521,,
128.3021485,36.5119637,,
128.3018708,36.512236,,
128.6099532,35.8852254,,
128.6096176,35.8854496,,
128.6092346,35.8856162,,
128.6088191,35.8857188,,
128.608387,35.8857534,,
128.6079549,35.8857188,,
128.6075394,35.8856162,,
128.6071564,35.8854496,,
128.6068208,35.8852254,,
128.6065453,35.8849523,,
128.6063406,35.8846407,,
128.6062146,35.8843025,,
128.6061721,35.8839509,,
128.6062146,35.8835992,,
128.6063407,35.8832611,,
128.6065454,35.8829495,,
128.6068208,35.8826763,,
128.6071565,35.8824522,,
128.6075394,35.8822856,,
128.6079549,35.882183,,
128.608387,35.8821484,,
128.6088191,35.882183,,
128.6092346,35.8822856,,
128.6096175,35.8824522,,
128.6099532,35.8826763,,
128.6102286,35.8829495,,
128.6104333,35.8832611,,
128.6105594,35.8835992,,
128.6106019,35.8839509,,
128.6105594,35.8843025,,
128.6104334,35.8846407,,
128.6102287,35.8849523,,
128.6099532,35.885225,,
128.6163621,35.8636586,,
128.6160265,35.8638828,,
128.6156437,35.8640493,,
128.6152283,35.8641519,,
128.6147963,35.8641866,,
128.6143642,35.8641519,,
128.6139488,35.8640493,,
128.613566,35.8638828,,
128.6132305,35.8636586,,
128.6129551,35.8633854,,
128.6127504,35.8630738,,
128.6126244,35.8627357,,
128.6125819,35.862384,,
128.6126245,35.8620324,,
128.6127505,35.8616942,,
128.6129551,35.8613826,,
128.6132305,35.8611095,,
128.6135661,35.8608853,,
128.6139489,35.8607187,,
128.6143643,35.8606162,,
128.6147963,35.8605815,,
128.6152282,35.8606162,,
128.6156436,35.8607187,,
128.6160265,35.8608853,,
128.616362,35.8611095,,
128.6166374,35.8613826,,
128.616842,35.8616942,,
128.616968,35.8620324,,
128.6170106,35.862384,,
128.6169681,35.8627357,,
128.6168421,35.8630738,,
128.6166374,35.8633854,,
128.6163621,35.863658,,
128.4467751,35.7305781,,
128.4464401,35.7308023,,
128.4460579,35.7309689,,
128.4456432,35.7310715,,
128.4452119,35.7311061,,
128.4447806,35.7310715,,
128.4443659,35.7309689,,
128.4439837,35.7308023,,
128.4436487,35.7305781,,
128.4433737,35.730305,,
128.4431695,35.7299933,,
128.4430437,35.7296552,,
128.4430012,35.7293035,,
128.4430437,35.7289519,,
128.4431695,35.7286137,,
128.4433738,35.7283021,,
128.4436487,35.7280289,,
128.4439837,35.7278048,,
128.4443659,35.7276382,,
128.4447806,35.7275356,,
128.4452119,35.727501,,
128.4456431,35.7275356,,
128.4460578,35.7276382,,
128.44644,35.7278048,,
128.446775,35.7280289,,
128.4470499,35.7283021,,
128.4472542,35.7286137,,
128.44738,35.7289519,,
128.4474225,35.7293035,,
128.4473801,35.7296552,,
128.4472543,35.7299933,,
128.44705,35.730305,,
128.4467751,35.730578,,
128.7156584,35.8420114,,
128.7153229,35.8422356,,
128.7149402,35.8424022,,
128.7145249,35.8425047,,
128.714093,35.8425394,,
128.7136611,35.8425047,,
128.7132458,35.8424022,,
128.7128631,35.8422356,,
128.7125276,35.8420114,,
128.7122523,35.8417383,,
128.7120477,35.8414266,,
128.7119218,35.8410885,,
128.7118792,35.8407368,,
128.7119218,35.8403852,,
128.7120478,35.840047,,
128.7122524,35.8397354,,
128.7125277,35.8394623,,
128.7128631,35.8392381,,
128.7132458,35.8390715,,
128.7136611,35.838969,,
128.714093,35.8389343,,
128.7145249,35.838969,,
128.7149401,35.8390715,,
128.7153229,35.8392381,,
128.7156583,35.8394623,,
128.7159336,35.8397354,,
128.7161382,35.840047,,
128.7162642,35.8403852,,
128.7163067,35.8407368,,
128.7162642,35.8410885,,
128.7161382,35.8414266,,
128.7159337,35.8417383,,
128.7156584,35.842011,,
128.5547402,35.8401766,,
128.5544047,35.8404008,,
128.554022,35.8405674,,
128.5536067,35.84067,,
128.5531748,35.8407046,,
128.5527429,35.84067,,
128.5523276,35.8405674,,
128.5519449,35.8404008,,
128.5516095,35.8401766,,
128.5513342,35.8399035,,
128.5511296,35.8395919,,
128.5510036,35.8392537,,
128.5509611,35.8389021,,
128.5510037,35.8385504,,
128.5511296,35.8382123,,
128.5513342,35.8379006,,
128.5516095,35.8376275,,
128.551945,35.8374033,,
128.5523277,35.8372368,,
128.5527429,35.8371342,,
128.5531748,35.8370996,,
128.5536067,35.8371342,,
128.5540219,35.8372368,,
128.5544046,35.8374033,,
128.5547401,35.8376275,,
128.5550154,35.8379006,,
128.55522,35.8382123,,
128.555346,35.8385504,,
128.5553885,35.8389021,,
128.555346,35.8392537,,
128.55522,35.8395919,,
128.5550155,35.8399035,,
128.5547402,35.840176,,
128.5284031,35.8308109,,
128.5280677,35.8310351,,
128.5276851,35.8312017,,
128.5272698,35.8313043,,
128.526838,35.8313389,,
128.5264062,35.8313043,,
128.5259909,35.8312017,,
128.5256082,35.8310351,,
128.5252728,35.8308109,,
128.5249976,35.8305378,,
128.524793,35.8302261,,
128.5246671,35.829888,,
128.5246246,35.8295364,,
128.5246671,35.8291847,,
128.5247931,35.8288466,,
128.5249976,35.8285349,,
128.5252729,35.8282618,,
128.5256083,35.8280376,,
128.525991,35.8278711,,
128.5264062,35.8277685,,
128.526838,35.8277339,,
128.5272698,35.8277685,,
128.527685,35.8278711,,
128.5280677,35.8280376,,
128.5284031,35.8282618,,
128.5286784,35.8285349,,
128.5288829,35.8288466,,
128.5290089,35.8291847,,
128.5290514,35.8295364,,
128.5290089,35.829888,,
128.528883,35.8302261,,
128.5286784,35.8305378,,
128.5284031,35.83081,,
128.5048006,35.85929,,
128.5044651,35.8595142,,
128.5040822,35.8596808,,
128.5036669,35.8597833,,
128.5032349,35.859818,,
128.5028029,35.8597833,,
128.5023875,35.8596808,,
128.5020047,35.8595142,,
128.5016692,35.85929,,
128.5013938,35.8590169,,
128.5011892,35.8587052,,
128.5010632,35.8583671,,
128.5010207,35.8580155,,
128.5010632,35.8576638,,
128.5011892,35.8573257,,
128.5013938,35.857014,,
128.5016692,35.8567409,,
128.5020047,35.8565167,,
128.5023876,35.8563502,,
128.5028029,35.8562476,,
128.5032349,35.856213,,
128.5036668,35.8562476,,
128.5040822,35.8563502,,
128.504465,35.8565167,,
128.5048006,35.8567409,,
128.5050759,35.857014,,
128.5052805,35.8573257,,
128.5054066,35.8576638,,
128.5054491,35.8580155,,
128.5054066,35.8583671,,
128.5052806,35.8587052,,
128.505076,35.8590169,,
128.5048006,35.8592,,
128.5290047,35.8163506,,
128.5286694,35.8165748,,
128.5282868,35.8167414,,
128.5278716,35.8168439,,
128.5274399,35.8168786,,
128.5270081,35.8168439,,
128.526593,35.8167414,,
128.5262103,35.8165748,,
128.525875,35.8163506,,
128.5255998,35.8160775,,
128.5253953,35.8157658,,
128.5252693,35.8154277,,
128.5252268,35.815076,,
128.5252694,35.8147244,,
128.5253953,35.8143862,,
128.5255998,35.8140746,,
128.525875,35.8138015,,
128.5262104,35.8135773,,
128.526593,35.8134107,,
128.5270081,35.8133082,,
128.5274399,35.8132735,,
128.5278716,35.8133082,,
128.5282867,35.8134107,,
128.5286693,35.8135773,,
128.5290047,35.8138015,,
128.5292799,35.8140746,,
128.5294844,35.8143862,,
128.5296104,35.8147244,,
128.5296529,35.815076,,
128.5296104,35.8154277,,
128.5294845,35.8157658,,
128.52928,35.8160775,,
128.5290047,35.81635,,
129.1289549,35.1884123,,
129.1286222,35.1886365,,
129.1282425,35.1888031,,
129.1278306,35.1889057,,
129.1274022,35.1889403,,
129.1269738,35.1889057,,
129.1265618,35.1888031,,
129.1261822,35.1886365,,
129.1258494,35.1884123,,
129.1255763,35.1881391,,
129.1253734,35.1878274,,
129.1252485,35.1874893,,
129.1252063,35.1871376,,
129.1252485,35.1867859,,
129.1253735,35.1864477,,
129.1255764,35.1861361,,
129.1258495,35.1858629,,
129.1261822,35.1856387,,
129.1265619,35.1854721,,
129.1269738,35.1853695,,
129.1274022,35.1853349,,
129.1278306,35.1853695,,
129.1282425,35.1854721,,
129.1286221,35.1856387,,
129.1289549,35.1858629,,
129.1292279,35.1861361,,
129.1294309,35.1864477,,
129.1295558,35.1867859,,
129.129598,35.1871376,,
129.1295559,35.1874893,,
129.1294309,35.1878274,,
129.129228,35.1881391,,
129.1289549,35.188412,,
128.5665482,35.8674313,,
128.5662126,35.8676555,,
128.5658297,35.867822,,
128.5654143,35.8679246,,
128.5649823,35.8679593,,
128.5645503,35.8679246,,
128.5641348,35.867822,,
128.563752,35.8676555,,
128.5634164,35.8674313,,
128.563141,35.8671582,,
128.5629364,35.8668465,,
128.5628104,35.8665084,,
128.5627678,35.8661567,,
128.5628104,35.8658051,,
128.5629364,35.8654669,,
128.5631411,35.8651553,,
128.5634165,35.8648822,,
128.563752,35.864658,,
128.5641349,35.8644914,,
128.5645503,35.8643889,,
128.5649823,35.8643542,,
128.5654143,35.8643889,,
128.5658297,35.8644914,,
128.5662125,35.864658,,
128.5665481,35.8648822,,
128.5668235,35.8651553,,
128.5670282,35.8654669,,
128.5671542,35.8658051,,
128.5671967,35.8661567,,
128.5671542,35.8665084,,
128.5670282,35.8668465,,
128.5668236,35.8671582,,
128.5665482,35.867431,,
128.4423926,35.7322472,,
128.4420576,35.7324714,,
128.4416754,35.732638,,
128.4412606,35.7327405,,
128.4408293,35.7327752,,
128.440398,35.7327405,,
128.4399833,35.732638,,
128.4396011,35.7324714,,
128.4392661,35.7322472,,
128.4389912,35.7319741,,
128.4387869,35.7316624,,
128.4386611,35.7313243,,
128.4386186,35.7309726,,
128.4386611,35.730621,,
128.4387869,35.7302828,,
128.4389912,35.7299712,,
128.4392662,35.729698,,
128.4396012,35.7294739,,
128.4399834,35.7293073,,
128.4403981,35.7292047,,
128.4408293,35.7291701,,
128.4412606,35.7292047,,
128.4416753,35.7293073,,
128.4420575,35.7294739,,
128.4423925,35.729698,,
128.4426675,35.7299712,,
128.4428717,35.7302828,,
128.4429976,35.730621,,
128.44304,35.7309726,,
128.4429976,35.7313243,,
128.4428718,35.7316624,,
128.4426675,35.7319741,,
128.4423926,35.732247,,
128.5626416,35.9430829,,
128.5623057,35.943307,,
128.5619225,35.9434736,,
128.5615067,35.9435762,,
128.5610743,35.9436108,,
128.5606418,35.9435762,,
128.560226,35.9434736,,
128.5598428,35.943307,,
128.5595069,35.9430829,,
128.5592312,35.9428097,,
128.5590264,35.9424981,,
128.5589003,35.94216,,
128.5588577,35.9418083,,
128.5589003,35.9414567,,
128.5590264,35.9411185,,
128.5592313,35.9408069,,
128.5595069,35.9405338,,
128.5598428,35.9403096,,
128.560226,35.9401431,,
128.5606418,35.9400405,,
128.5610743,35.9400058,,
128.5615067,35.9400405,,
128.5619225,35.9401431,,
128.5623057,35.9403096,,
128.5626416,35.9405338,,
128.5629172,35.9408069,,
128.5631221,35.9411185,,
128.5632482,35.9414567,,
128.5632908,35.9418083,,
128.5632482,35.94216,,
128.5631221,35.9424981,,
128.5629173,35.9428097,,
128.5626416,35.943082,,
128.5985986,35.9202972,,
128.5982628,35.9205214,,
128.5978797,35.9206879,,
128.597464,35.9207905,,
128.5970317,35.9208251,,
128.5965994,35.9207905,,
128.5961837,35.9206879,,
128.5958006,35.9205214,,
128.5954648,35.9202972,,
128.5951892,35.920024,,
128.5949844,35.9197124,,
128.5948583,35.9193743,,
128.5948158,35.9190226,,
128.5948583,35.918671,,
128.5949845,35.9183328,,
128.5951892,35.9180212,,
128.5954648,35.9177481,,
128.5958006,35.9175239,,
128.5961837,35.9173574,,
128.5965994,35.9172548,,
128.5970317,35.9172202,,
128.597464,35.9172548,,
128.5978797,35.9173574,,
128.5982628,35.9175239,,
128.5985986,35.9177481,,
128.5988741,35.9180212,,
128.5990789,35.9183328,,
128.599205,35.918671,,
128.5992476,35.9190226,,
128.599205,35.9193743,,
128.599079,35.9197124,,
128.5988742,35.920024,,
128.5985986,35.920297,,
128.5244328,35.8184303,,
128.5240975,35.8186545,,
128.5237148,35.8188211,,
128.5232997,35.8189236,,
128.5228679,35.8189583,,
128.5224362,35.8189236,,
128.522021,35.8188211,,
128.5216384,35.8186545,,
128.521303,35.8184303,,
128.5210278,35.8181572,,
128.5208233,35.8178455,,
128.5206973,35.8175074,,
128.5206548,35.8171557,,
128.5206974,35.8168041,,
128.5208233,35.8164659,,
128.5210278,35.8161543,,
128.5213031,35.8158812,,
128.5216384,35.815657,,
128.522021,35.8154904,,
128.5224362,35.8153879,,
128.5228679,35.8153532,,
128.5232997,35.8153879,,
128.5237148,35.8154904,,
128.5240974,35.815657,,
128.5244328,35.8158812,,
128.524708,35.8161543,,
128.5249125,35.8164659,,
128.5250385,35.8168041,,
128.525081,35.8171557,,
128.5250385,35.8175074,,
128.5249126,35.8178455,,
128.5247081,35.8181572,,
128.5244328,35.81843,,
128.5328418,35.8329419,,
128.5325064,35.8331661,,
128.5321237,35.8333326,,
128.5317085,35.8334352,,
128.5312766,35.8334698,,
128.5308448,35.8334352,,
128.5304295,35.8333326,,
128.5300469,35.8331661,,
128.5297114,35.8329419,,
128.5294362,35.8326687,,
128.5292316,35.8323571,,
128.5291057,35.832019,,
128.5290631,35.8316673,,
128.5291057,35.8313157,,
128.5292317,35.8309775,,
128.5294362,35.8306659,,
128.5297115,35.8303927,,
128.5300469,35.8301686,,
128.5304296,35.830002,,
128.5308448,35.8298994,,
128.5312766,35.8298648,,
128.5317085,35.8298994,,
128.5321237,35.830002,,
128.5325064,35.8301686,,
128.5328418,35.8303927,,
128.5331171,35.8306659,,
128.5333216,35.8309775,,
128.5334476,35.8313157,,
128.5334901,35.8316673,,
128.5334476,35.832019,,
128.5333217,35.8323571,,
128.5331171,35.8326687,,
128.5328418,35.832941,,
128.5998177,35.8415557,,
128.5994823,35.8417798,,
128.5990996,35.8419464,,
128.5986843,35.842049,,
128.5982524,35.8420836,,
128.5978205,35.842049,,
128.5974052,35.8419464,,
128.5970225,35.8417798,,
128.596687,35.8415557,,
128.5964117,35.8412825,,
128.5962071,35.8409709,,
128.5960812,35.8406327,,
128.5960386,35.8402811,,
128.5960812,35.8399294,,
128.5962072,35.8395913,,
128.5964117,35.8392797,,
128.5966871,35.8390065,,
128.5970225,35.8387823,,
128.5974052,35.8386158,,
128.5978205,35.8385132,,
128.5982524,35.8384786,,
128.5986842,35.8385132,,
128.5990995,35.8386158,,
128.5994822,35.8387823,,
128.5998177,35.8390065,,
128.600093,35.8392797,,
128.6002976,35.8395913,,
128.6004236,35.8399294,,
128.6004661,35.8402811,,
128.6004236,35.8406327,,
128.6002976,35.8409709,,
128.6000931,35.8412825,,
128.5998177,35.841555,,
128.5327176,35.8233808,,
128.5323822,35.823605,,
128.5319996,35.8237715,,
128.5315844,35.8238741,,
128.5311526,35.8239087,,
128.5307208,35.8238741,,
128.5303056,35.8237715,,
128.5299229,35.823605,,
128.5295876,35.8233808,,
128.5293123,35.8231076,,
128.5291078,35.822796,,
128.5289819,35.8224579,,
128.5289393,35.8221062,,
128.5289819,35.8217545,,
128.5291078,35.8214164,,
128.5293124,35.8211048,,
128.5295876,35.8208316,,
128.529923,35.8206075,,
128.5303056,35.8204409,,
128.5307208,35.8203383,,
128.5311526,35.8203037,,
128.5315843,35.8203383,,
128.5319995,35.8204409,,
128.5323821,35.8206075,,
128.5327175,35.8208316,,
128.5329928,35.8211048,,
128.5331973,35.8214164,,
128.5333233,35.8217545,,
128.5333658,35.8221062,,
128.5333233,35.8224579,,
128.5331973,35.822796,,
128.5329928,35.8231076,,
128.5327176,35.82338,,
128.5486047,35.8225781,,
128.5482693,35.8228022,,
128.5478867,35.8229688,,
128.5474715,35.8230714,,
128.5470397,35.823106,,
128.5466079,35.8230714,,
128.5461928,35.8229688,,
128.5458101,35.8228022,,
128.5454747,35.8225781,,
128.5451995,35.8223049,,
128.544995,35.8219933,,
128.544869,35.8216551,,
128.5448265,35.8213035,,
128.5448691,35.8209518,,
128.544995,35.8206137,,
128.5451995,35.8203021,,
128.5454748,35.8200289,,
128.5458102,35.8198048,,
128.5461928,35.8196382,,
128.546608,35.8195356,,
128.5470397,35.819501,,
128.5474715,35.8195356,,
128.5478867,35.8196382,,
128.5482693,35.8198048,,
128.5486047,35.8200289,,
128.5488799,35.8203021,,
128.5490844,35.8206137,,
128.5492104,35.8209518,,
128.5492529,35.8213035,,
128.5492104,35.8216551,,
128.5490845,35.8219933,,
128.54888,35.8223049,,
128.5486047,35.822578,,
129.1787495,35.1724207,,
129.1784168,35.1726449,,
129.1780372,35.1728115,,
129.1776254,35.1729141,,
129.1771971,35.1729487,,
129.1767687,35.1729141,,
129.1763569,35.1728115,,
129.1759773,35.1726449,,
129.1756446,35.1724207,,
129.1753716,35.1721475,,
129.1751687,35.1718358,,
129.1750438,35.1714977,,
129.1750016,35.171146,,
129.1750438,35.1707943,,
129.1751688,35.1704561,,
129.1753716,35.1701444,,
129.1756447,35.1698713,,
129.1759774,35.1696471,,
129.1763569,35.1694805,,
129.1767688,35.1693779,,
129.1771971,35.1693433,,
129.1776254,35.1693779,,
129.1780372,35.1694805,,
129.1784168,35.1696471,,
129.1787495,35.1698713,,
129.1790225,35.1701444,,
129.1792254,35.1704561,,
129.1793503,35.1707943,,
129.1793925,35.171146,,
129.1793503,35.1714977,,
129.1792254,35.1718358,,
129.1790225,35.1721475,,
129.1787495,35.17242,,
128.538391,35.8122146,,
128.5380557,35.8124388,,
128.5376731,35.8126053,,
128.5372579,35.8127079,,
128.5368262,35.8127425,,
128.5363945,35.8127079,,
128.5359794,35.8126053,,
128.5355968,35.8124388,,
128.5352614,35.8122146,,
128.5349862,35.8119414,,
128.5347817,35.8116298,,
128.5346558,35.8112916,,
128.5346133,35.81094,,
128.5346558,35.8105883,,
128.5347818,35.8102502,,
128.5349863,35.8099386,,
128.5352615,35.8096654,,
128.5355968,35.8094413,,
128.5359794,35.8092747,,
128.5363945,35.8091721,,
128.5368262,35.8091375,,
128.5372579,35.8091721,,
128.537673,35.8092747,,
128.5380556,35.8094413,,
128.538391,35.8096654,,
128.5386662,35.8099386,,
128.5388707,35.8102502,,
128.5389966,35.8105883,,
128.5390391,35.81094,,
128.5389966,35.8112916,,
128.5388707,35.8116298,,
128.5386662,35.8119414,,
128.538391,35.812214,,
128.5597525,35.9338313,,
128.5594166,35.9340555,,
128.5590334,35.934222,,
128.5586177,35.9343246,,
128.5581853,35.9343592,,
128.5577529,35.9343246,,
128.5573371,35.934222,,
128.5569539,35.9340555,,
128.5566181,35.9338313,,
128.5563425,35.9335582,,
128.5561377,35.9332465,,
128.5560115,35.9329084,,
128.555969,35.9325567,,
128.5560116,35.9322051,,
128.5561377,35.931867,,
128.5563425,35.9315553,,
128.5566181,35.9312822,,
128.556954,35.931058,,
128.5573372,35.9308915,,
128.5577529,35.9307889,,
128.5581853,35.9307543,,
128.5586176,35.9307889,,
128.5590334,35.9308915,,
128.5594166,35.931058,,
128.5597524,35.9312822,,
128.560028,35.9315553,,
128.5602329,35.931867,,
128.560359,35.9322051,,
128.5604016,35.9325567,,
128.560359,35.9329084,,
128.5602329,35.9332465,,
128.5600281,35.9335582,,
128.5597525,35.933831,,
128.6402461,35.8562407,,
128.6399105,35.8564649,,
128.6395277,35.8566315,,
128.6391124,35.8567341,,
128.6386804,35.8567687,,
128.6382484,35.8567341,,
128.6378331,35.8566315,,
128.6374503,35.8564649,,
128.6371147,35.8562407,,
128.6368394,35.8559676,,
